Date;Open;High;Low;Close;Adj Close;Volume
Mar 26, 2020;1660.50;1660.50;1650.10;1650.10;1650.10;3
Mar 25, 2020;1676.50;1676.50;1631.10;1632.30;1632.30;476
Mar 24, 2020;1592.70;1685.50;1592.70;1660.20;1660.20;442
Mar 23, 2020;1505.30;1567.00;1490.20;1567.00;1567.00;51
Mar 20, 2020;1483.50;1484.00;1483.50;1484.00;1484.00;14
Mar 19, 2020;1481.50;1491.60;1471.00;1478.60;1478.60;262
Mar 18, 2020;1537.50;1542.00;1477.30;1477.30;1477.30;333
Mar 17, 2020;1469.30;1537.70;1469.30;1524.90;1524.90;122
Mar 16, 2020;1569.10;1569.10;1452.10;1485.90;1485.90;193
Mar 13, 2020;1574.90;1589.80;1513.80;1515.70;1515.70;89
Mar 12, 2020;1637.00;1647.50;1566.40;1589.30;1589.30;256
Mar 11, 2020;1656.60;1666.50;1635.00;1641.40;1641.40;47
Mar 10, 2020;1671.60;1674.60;1643.00;1659.10;1659.10;48
Mar 09, 2020;1696.10;1701.60;1657.70;1674.50;1674.50;161
Mar 06, 2020;1670.80;1686.20;1647.20;1670.80;1670.80;175
Mar 05, 2020;1637.30;1672.90;1637.20;1666.40;1666.40;154
Mar 04, 2020;1645.40;1645.90;1631.30;1641.10;1641.10;83
Mar 03, 2020;1594.50;1645.30;1594.00;1642.10;1642.10;610
Mar 02, 2020;1583.90;1608.30;1574.30;1592.30;1592.30;537
Feb 28, 2020;1640.30;1642.50;1564.10;1564.10;1564.10;289
Feb 27, 2020;1641.10;1658.00;1638.50;1640.00;1640.00;707
Feb 26, 2020;1644.00;1648.10;1636.40;1640.00;1640.00;1990
Feb 25, 2020;1645.10;1653.70;1632.30;1646.90;1646.90;409
Feb 24, 2020;1657.00;1686.60;1650.00;1672.40;1672.40;435
Feb 21, 2020;1619.30;1645.00;1619.30;1644.60;1644.60;186
Feb 20, 2020;1606.50;1621.00;1603.00;1616.60;1616.60;117
Feb 19, 2020;1600.60;1610.50;1599.70;1607.50;1607.50;542
Feb 18, 2020;1579.80;1604.30;1579.80;1600.00;1600.00;310
Feb 14, 2020;1575.80;1582.70;1574.80;1582.70;1582.70;68
Feb 13, 2020;1570.20;1575.10;1570.20;1575.10;1575.10;74
Feb 12, 2020;1565.20;1568.70;1561.00;1567.40;1567.40;36
Feb 11, 2020;1570.90;1571.10;1561.90;1565.60;1565.60;440
Feb 10, 2020;1569.30;1574.70;1568.60;1574.70;1574.70;128
Feb 07, 2020;1564.90;1571.90;1560.50;1568.60;1568.60;431
Feb 06, 2020;1553.60;1565.60;1551.60;1565.10;1565.10;110
Feb 05, 2020;1553.20;1560.70;1547.70;1557.80;1557.80;1305
Feb 04, 2020;1577.70;1577.70;1547.80;1550.40;1550.40;978
Feb 03, 2020;1592.90;1593.30;1568.20;1577.20;1577.20;1062
Jan 31, 2020;1573.40;1589.00;1570.00;1582.90;1582.90;1095
Jan 30, 2020;1576.80;1585.00;1571.40;1583.50;1583.50;62,336
Jan 29, 2020;1569.80;1569.80;1569.80;1569.80;1569.80;251274
Jan 28, 2020;1576.40;1576.40;1569.20;1569.20;1569.20;3
Jan 27, 2020;1584.30;1584.50;1576.80;1576.80;1576.80;22
Jan 24, 2020;1556.30;1571.10;1556.30;1571.10;1571.10;43
Jan 23, 2020;1553.10;1564.60;1552.20;1564.60;1564.60;15
Jan 22, 2020;1549.80;1557.10;1549.80;1555.30;1555.30;42
Jan 21, 2020;1559.30;1566.20;1551.00;1556.40;1556.40;45
Jan 17, 2020;1554.10;1558.80;1553.60;1558.80;1558.80;108
Jan 16, 2020;1555.70;1556.10;1548.50;1549.00;1549.00;98
Jan 15, 2020;1548.00;1553.90;1545.60;1552.10;1552.10;11
Jan 14, 2020;1546.70;1546.70;1534.90;1542.40;1542.40;32
Jan 13, 2020;1557.40;1558.00;1548.40;1548.40;1548.40;48
Jan 10, 2020;1551.20;1558.80;1545.40;1557.50;1557.50;16
Jan 09, 2020;1555.70;1555.70;1543.30;1551.70;1551.70;54
Jan 08, 2020;1579.70;1604.20;1552.30;1557.40;1557.40;236
Jan 07, 2020;1558.30;1576.30;1558.30;1571.80;1571.80;47
Jan 06, 2020;1580.00;1580.00;1560.40;1566.20;1566.20;416
Jan 03, 2020;1530.10;1552.70;1530.10;1549.20;1549.20;107
Jan 02, 2020;1518.10;1528.70;1518.00;1524.50;1524.50;214
Dec 31, 2019;1513.80;1523.40;1513.80;1519.50;1519.50;301
Dec 30, 2019;1512.60;1515.10;1510.00;1514.50;1514.50;446
Dec 27, 2019;1513.80;1513.80;1513.80;1513.80;1513.80;839
Dec 26, 2019;1505.20;1512.30;1505.00;1509.30;1509.30;126
Dec 24, 2019;;;;;;
Dec 23, 2019;1482.30;1482.50;1479.90;1482.50;1482.50;391
Dec 20, 2019;1476.70;1478.10;1474.70;1474.70;1474.70;118
Dec 19, 2019;1475.90;1478.90;1473.30;1478.20;1478.20;319
Dec 18, 2019;1472.60;1472.60;1472.60;1472.60;1472.60;250
Dec 17, 2019;1474.10;1476.90;1474.00;1474.60;1474.60;410
Dec 16, 2019;1473.80;1475.30;1473.80;1475.00;1475.00;99
Dec 13, 2019;1463.10;1475.90;1463.10;1475.60;1475.60;468
Dec 12, 2019;1475.10;1483.90;1463.70;1466.70;1466.70;955
Dec 11, 2019;1463.10;1475.40;1463.10;1469.40;1469.40;393
Dec 10, 2019;1460.70;1467.20;1460.70;1462.60;1462.60;367
Dec 09, 2019;1458.80;1464.20;1458.60;1459.30;1459.30;1461
Dec 06, 2019;1475.00;1476.00;1458.20;1459.10;1459.10;899
Dec 05, 2019;1474.70;1478.00;1472.30;1476.90;1476.90;907
Dec 04, 2019;1477.50;1483.40;1471.20;1474.00;1474.00;613
Dec 03, 2019;1461.60;1480.40;1459.50;1478.20;1478.20;1460
Dec 02, 2019;1462.80;1464.40;1453.30;1462.30;1462.30;2172
Nov 29, 2019;;;;;;
Nov 27, 2019;1461.10;1461.90;1452.00;1453.40;1453.40;88,364
Nov 26, 2019;1459.80;1459.80;1459.80;1459.80;1459.80;346,362
Nov 25, 2019;1457.10;1457.10;1455.50;1456.60;1456.60;14
Nov 22, 2019;1468.60;1468.60;1463.10;1463.10;1463.10;19
Nov 21, 2019;1463.10;1463.10;1463.10;1463.10;1463.10;16
Nov 20, 2019;1472.60;1474.50;1467.30;1473.30;1473.30;31
Nov 19, 2019;1467.70;1474.30;1467.70;1473.30;1473.30;18
Nov 18, 2019;1472.00;1472.00;1469.70;1470.90;1470.90;141
Nov 15, 2019;1469.10;1469.10;1467.30;1467.30;1467.30;13
Nov 14, 2019;1463.80;1471.80;1463.70;1471.80;1471.80;83
Nov 13, 2019;1456.80;1463.30;1456.80;1461.70;1461.70;56
Nov 12, 2019;1454.90;1454.90;1447.10;1452.10;1452.10;6
Nov 11, 2019;1461.00;1461.00;1449.30;1455.50;1455.50;22
Nov 08, 2019;1469.10;1469.10;1461.30;1461.30;1461.30;21
Nov 07, 2019;1489.10;1489.10;1464.20;1464.20;1464.20;581
Nov 06, 2019;1483.20;1491.00;1483.20;1490.20;1490.20;567
Nov 05, 2019;1507.10;1507.10;1480.80;1480.80;1480.80;31
Nov 04, 2019;1511.60;1511.60;1508.00;1508.00;1508.00;101
Nov 01, 2019;1511.00;1511.60;1503.00;1508.00;1508.00;235
Oct 31, 2019;1496.10;1513.10;1496.10;1511.40;1511.40;210
Oct 30, 2019;1487.20;1495.40;1481.00;1493.20;1493.20;320
Oct 29, 2019;1485.90;1487.00;1485.90;1487.00;1487.00;425
Oct 28, 2019;1504.10;1504.10;1490.00;1490.00;1490.00;37
Oct 25, 2019;1501.40;1514.30;1499.00;1499.50;1499.50;93
Oct 24, 2019;1490.50;1501.20;1485.90;1498.90;1498.90;115
Oct 23, 2019;1486.40;1490.30;1486.40;1489.90;1489.90;67
Oct 22, 2019;1483.40;1483.50;1481.70;1481.70;1481.70;99
Oct 21, 2019;1489.90;1489.90;1481.50;1482.40;1482.40;72
Oct 18, 2019;1487.30;1489.10;1486.60;1488.20;1488.20;82
Oct 17, 2019;1486.20;1493.20;1485.80;1492.30;1492.30;271
Oct 16, 2019;1482.00;1488.00;1480.00;1488.00;1488.00;383
Oct 15, 2019;1488.90;1495.40;1476.60;1477.60;1477.60;367
Oct 14, 2019;1484.40;1493.50;1481.30;1491.70;1491.70;400
Oct 11, 2019;1491.90;1494.90;1476.90;1482.70;1482.70;57
Oct 10, 2019;1511.20;1511.20;1490.60;1494.80;1494.80;78
Oct 09, 2019;1507.70;1507.70;1498.40;1506.10;1506.10;120
Oct 08, 2019;1489.40;1506.30;1489.30;1497.20;1497.20;46
Oct 07, 2019;1504.80;1505.80;1489.10;1497.70;1497.70;121
Oct 04, 2019;1505.60;1508.70;1497.10;1506.20;1506.20;233
Oct 03, 2019;1497.40;1518.20;1496.60;1507.10;1507.10;1213
Oct 02, 2019;1476.60;1503.70;1474.10;1501.00;1501.00;205
Oct 01, 2019;1468.70;1485.50;1458.30;1482.00;1482.00;219
Sep 30, 2019;1495.90;1495.90;1463.50;1465.70;1465.70;1078
Sep 27, 2019;1504.20;1506.10;1485.60;1499.10;1499.10;7,827
Sep 26, 2019;1507.50;1507.50;1507.50;1507.50;1507.50;8,178
Sep 25, 2019;1527.60;1527.90;1504.60;1504.60;1504.60;25
Sep 24, 2019;1515.10;1533.00;1515.10;1532.10;1532.10;25
Sep 23, 2019;1515.50;1523.70;1515.50;1523.70;1523.70;5
Sep 20, 2019;1503.00;1507.30;1503.00;1507.30;1507.30;2
Sep 19, 2019;1496.10;1502.40;1496.10;1498.40;1498.40;10
Sep 18, 2019;1508.90;1509.40;1489.30;1507.50;1507.50;8
Sep 17, 2019;1497.90;1505.10;1497.90;1505.10;1505.10;3
Sep 16, 2019;1506.60;1506.80;1496.90;1503.10;1503.10;21
Sep 13, 2019;1490.90;1490.90;1486.90;1490.90;1490.90;1
Sep 12, 2019;1499.50;1515.40;1498.70;1498.70;1498.70;27
Sep 11, 2019;1491.70;1496.60;1490.20;1494.40;1494.40;8
Sep 10, 2019;1498.50;1498.50;1486.90;1490.30;1490.30;23
Sep 09, 2019;1509.00;1513.00;1498.00;1502.20;1502.20;69
Sep 06, 2019;1517.30;1526.00;1504.50;1506.20;1506.20;54
Sep 05, 2019;1551.00;1551.10;1511.10;1515.40;1515.40;125
Sep 04, 2019;1549.00;1553.20;1534.80;1550.30;1550.30;46
Sep 03, 2019;1522.90;1547.30;1521.00;1545.90;1545.90;139
Aug 30, 2019;1524.60;1530.40;1516.70;1519.10;1519.10;276
Aug 29, 2019;1537.50;1549.30;1519.60;1526.50;1526.50;704
Aug 28, 2019;1538.10;1538.10;1537.80;1537.80;1537.80;2756
Aug 27, 2019;1530.50;1542.10;1528.50;1541.00;1541.00;166
Aug 26, 2019;1543.20;1543.30;1524.30;1526.30;1526.30;334
Aug 23, 2019;1493.50;1527.60;1493.50;1526.60;1526.60;983
Aug 22, 2019;1495.10;1497.30;1493.80;1497.30;1497.30;686
Aug 21, 2019;1504.90;1505.00;1498.80;1504.60;1504.60;350
Aug 20, 2019;1497.50;1506.10;1497.50;1504.60;1504.60;486
Aug 19, 2019;1507.20;1507.60;1492.90;1500.40;1500.40;205
Aug 16, 2019;1524.60;1524.60;1504.70;1512.50;1512.50;1815
Aug 15, 2019;1519.80;1522.70;1510.60;1519.60;1519.60;87
Aug 14, 2019;1500.00;1520.50;1497.00;1515.90;1515.90;328
Aug 13, 2019;1510.40;1531.40;1483.70;1502.20;1502.20;672
Aug 12, 2019;1496.00;1514.90;1488.10;1505.30;1505.30;257
Aug 09, 2019;1506.20;1507.50;1495.60;1496.60;1496.60;74
Aug 08, 2019;1498.40;1508.50;1492.00;1497.70;1497.70;367
Aug 07, 2019;1473.50;1509.90;1473.20;1507.30;1507.30;824
Aug 06, 2019;1469.70;1475.00;1457.70;1472.40;1472.40;460
Aug 05, 2019;1440.40;1469.70;1440.40;1464.60;1464.60;1008
Aug 02, 2019;1448.00;1448.00;1432.30;1445.60;1445.60;1873
Aug 01, 2019;1411.30;1445.20;1400.90;1420.90;1420.90;2431
Jul 31, 2019;1431.30;1435.80;1411.20;1426.10;1426.10;3,294
Jul 30, 2019;1426.30;1433.90;1422.10;1429.70;1429.70;73,874
Jul 29, 2019;1419.60;1419.60;1419.60;1419.60;1419.60;224,267
Jul 26, 2019;1422.80;1423.00;1418.50;1418.50;1418.50;5
Jul 25, 2019;1413.90;1413.90;1413.90;1413.90;1413.90;4
Jul 24, 2019;1422.80;1422.80;1422.80;1422.80;1422.80;20
Jul 23, 2019;1418.60;1421.30;1416.30;1420.10;1420.10;5
Jul 22, 2019;1425.30;1425.30;1424.00;1425.30;1425.30;1
Jul 19, 2019;1440.50;1442.00;1425.10;1425.10;1425.10;22
Jul 18, 2019;1422.30;1444.20;1419.50;1426.10;1426.10;66
Jul 17, 2019;1404.60;1421.30;1404.60;1421.30;1421.30;6
Jul 16, 2019;1413.60;1413.70;1405.00;1409.20;1409.20;13
Jul 15, 2019;1414.40;1415.00;1411.40;1411.40;1411.40;25
Jul 12, 2019;1405.60;1410.10;1405.60;1409.90;1409.90;8
Jul 11, 2019;1424.00;1424.00;1404.30;1404.30;1404.30;6
Jul 10, 2019;1409.90;1410.10;1409.90;1410.10;1410.10;50
Jul 09, 2019;1394.50;1397.50;1386.20;1397.50;1397.50;53
Jul 08, 2019;1395.90;1397.00;1393.60;1397.00;1397.00;14
Jul 05, 2019;1418.30;1418.30;1390.20;1396.70;1396.70;20
Jul 03, 2019;;;;;;
Jul 02, 2019;1391.10;1418.40;1390.80;1404.60;1404.60;38
Jul 01, 2019;1386.60;1395.80;1382.80;1385.60;1385.60;214
Jun 28, 2019;1408.30;1422.00;1408.30;1409.70;1409.70;356
Jun 27, 2019;1407.00;1410.80;1399.80;1408.40;1408.40;437
Jun 26, 2019;1407.20;1413.30;1405.80;1411.60;1411.60;1333
Jun 25, 2019;1418.10;1433.30;1414.90;1414.90;1414.90;105
Jun 24, 2019;1406.00;1420.60;1402.10;1414.30;1414.30;125
Jun 21, 2019;1406.00;1406.00;1390.30;1396.20;1396.20;35
Jun 20, 2019;1381.50;1392.90;1379.50;1392.90;1392.90;76
Jun 19, 2019;1344.00;1344.60;1344.00;1344.60;1344.60;129
Jun 18, 2019;1349.30;1349.30;1341.60;1346.60;1346.60;29
Jun 17, 2019;1339.00;1340.30;1335.00;1338.70;1338.70;76
Jun 14, 2019;1345.40;1355.40;1339.30;1340.10;1340.10;914
Jun 13, 2019;1331.60;1341.10;1331.60;1339.20;1339.20;157
Jun 12, 2019;1326.90;1334.50;1326.90;1331.90;1331.90;139
Jun 11, 2019;1328.40;1328.40;1319.10;1326.40;1326.40;201
Jun 10, 2019;1335.80;1336.50;1324.10;1324.70;1324.70;268
Jun 07, 2019;1333.10;1347.70;1329.80;1341.20;1341.20;240
Jun 06, 2019;1330.80;1338.70;1326.20;1337.60;1337.60;161
Jun 05, 2019;1328.90;1343.30;1326.30;1328.30;1328.30;622
Jun 04, 2019;1324.30;1328.60;1320.80;1323.40;1323.40;302
Jun 03, 2019;1307.00;1327.80;1307.00;1322.70;1322.70;812
May 31, 2019;1287.70;1306.40;1287.50;1305.80;1305.80;2814
May 30, 2019;1279.40;1288.30;1273.90;1287.10;1287.10;55,573
May 29, 2019;1280.60;1280.60;1280.60;1280.60;1280.60;189,694
May 28, 2019;1276.50;1276.50;1276.50;1276.50;1276.50;
May 24, 2019;1283.00;1283.00;1283.00;1283.00;1283.00;9
May 23, 2019;1284.80;1284.80;1284.80;1284.80;1284.80;
May 22, 2019;1273.60;1273.60;1273.60;1273.60;1273.60;
May 21, 2019;1272.00;1272.00;1272.00;1272.00;1272.00;
May 20, 2019;1276.10;1276.10;1276.10;1276.10;1276.10;20
May 17, 2019;1280.00;1280.00;1274.50;1274.50;1274.50;1
May 16, 2019;1285.20;1285.40;1285.00;1285.00;1285.00;3
May 15, 2019;1296.90;1296.90;1296.00;1296.30;1296.30;55
May 14, 2019;1297.80;1297.80;1294.70;1294.70;1294.70;6
May 13, 2019;1286.70;1300.10;1281.80;1300.10;1300.10;56
May 10, 2019;1285.40;1286.50;1283.30;1285.70;1285.70;6
May 09, 2019;1278.90;1285.00;1278.80;1283.50;1283.50;38
May 08, 2019;1279.40;1279.40;1279.40;1279.40;1279.40;5
May 07, 2019;1280.50;1283.50;1280.50;1283.50;1283.50;8
May 06, 2019;1282.20;1282.20;1280.30;1281.70;1281.70;12
May 03, 2019;1270.10;1279.20;1270.10;1279.20;1279.20;15
May 02, 2019;1269.20;1270.80;1266.60;1269.70;1269.70;63
May 01, 2019;1278.70;1283.30;1278.70;1281.40;1281.40;70
Apr 30, 2019;1281.70;1283.30;1280.80;1282.80;1282.80;114
Apr 29, 2019;1284.80;1284.90;1277.10;1278.60;1278.60;568
Apr 26, 2019;1284.90;1284.90;1284.90;1284.90;1284.90;804
Apr 25, 2019;1280.60;1280.80;1275.80;1275.80;1275.80;95
Apr 24, 2019;1268.40;1275.50;1267.80;1275.50;1275.50;518
Apr 23, 2019;1266.40;1269.80;1266.00;1269.30;1269.30;206
Apr 22, 2019;1273.50;1273.50;1273.50;1273.50;1273.50;147
Apr 18, 2019;1270.80;1273.60;1270.10;1271.90;1271.90;27
Apr 17, 2019;1273.50;1273.50;1271.60;1272.20;1272.20;308
Apr 16, 2019;1285.20;1285.20;1272.20;1272.60;1272.60;643
Apr 15, 2019;1284.80;1287.30;1282.30;1286.80;1286.80;523
Apr 12, 2019;1293.40;1293.40;1289.20;1290.60;1290.60;607
Apr 11, 2019;1307.00;1307.10;1288.60;1288.60;1288.60;420
Apr 10, 2019;1304.00;1309.10;1301.50;1309.10;1309.10;66
Apr 09, 2019;1298.50;1304.90;1298.50;1303.50;1303.50;30
Apr 08, 2019;1292.20;1302.10;1291.80;1297.10;1297.10;63
Apr 05, 2019;1292.00;1292.00;1283.60;1290.40;1290.40;181
Apr 04, 2019;1290.60;1292.60;1279.50;1289.00;1289.00;269
Apr 03, 2019;1291.40;1293.10;1287.50;1289.90;1289.90;172
Apr 02, 2019;1286.30;1290.90;1284.50;1290.00;1290.00;525
Apr 01, 2019;1291.80;1295.90;1285.70;1288.40;1288.40;675
Mar 29, 2019;1289.60;1298.50;1286.10;1293.00;1293.00;1265
Mar 28, 2019;1308.40;1311.10;1287.70;1289.80;1289.80;87,798
Mar 27, 2019;1309.90;1309.90;1309.90;1309.90;1309.90;206,263
Mar 26, 2019;1315.60;1315.60;1314.30;1314.30;1314.30;1
Mar 25, 2019;1320.70;1322.90;1320.70;1321.90;1321.90;19
Mar 22, 2019;1311.60;1311.60;1311.60;1311.60;1311.60;
Mar 21, 2019;1306.10;1306.10;1306.10;1306.10;1306.10;
Mar 20, 2019;1300.70;1300.70;1300.50;1300.50;1300.50;2
Mar 19, 2019;1306.90;1306.90;1304.80;1305.00;1305.00;20
Mar 18, 2019;1297.30;1302.20;1297.30;1300.30;1300.30;8
Mar 15, 2019;1300.90;1304.70;1300.50;1301.80;1301.80;26
Mar 14, 2019;1293.40;1293.40;1293.40;1293.40;1293.40;1
Mar 13, 2019;1307.50;1307.50;1307.50;1307.50;1307.50;
Mar 12, 2019;1294.70;1296.30;1294.70;1296.30;1296.30;1
Mar 11, 2019;1291.00;1291.00;1288.80;1288.80;1288.80;9
Mar 08, 2019;1292.10;1297.40;1291.60;1297.00;1297.00;10
Mar 07, 2019;1281.00;1284.60;1281.00;1283.80;1283.80;11
Mar 06, 2019;1287.10;1287.10;1282.60;1284.90;1284.90;14
Mar 05, 2019;1287.00;1287.00;1282.00;1282.00;1282.00;114
Mar 04, 2019;1285.50;1287.00;1281.90;1284.80;1284.80;28
Mar 01, 2019;1312.20;1312.20;1288.90;1296.40;1296.40;110
Feb 28, 2019;1321.10;1323.70;1311.50;1312.80;1312.80;141
Feb 27, 2019;1327.70;1327.90;1316.50;1317.70;1317.70;604
Feb 26, 2019;1323.30;1325.50;1323.30;1325.10;1325.10;939
Feb 25, 2019;1329.20;1331.60;1325.60;1325.90;1325.90;185
Feb 22, 2019;1324.20;1331.30;1321.00;1329.20;1329.20;718
Feb 21, 2019;1331.30;1334.90;1320.90;1323.50;1323.50;414
Feb 20, 2019;1342.20;1344.00;1338.00;1343.30;1343.30;581
Feb 19, 2019;1320.90;1340.10;1320.50;1340.10;1340.10;390
Feb 15, 2019;1313.60;1318.80;1313.60;1318.10;1318.10;190
Feb 14, 2019;1305.00;1311.80;1301.60;1309.80;1309.80;858
Feb 13, 2019;1311.60;1316.00;1308.10;1310.80;1310.80;143
Feb 12, 2019;1310.00;1312.00;1307.60;1309.20;1309.20;109
Feb 11, 2019;1313.40;1313.40;1304.70;1307.00;1307.00;119
Feb 08, 2019;1309.50;1314.00;1307.80;1313.70;1313.70;122
Feb 07, 2019;1302.90;1310.40;1302.20;1309.40;1309.40;203
Feb 06, 2019;1312.50;1313.50;1305.00;1309.50;1309.50;358
Feb 05, 2019;1311.10;1315.10;1311.00;1314.20;1314.20;362
Feb 04, 2019;1318.10;1318.10;1308.30;1314.30;1314.30;675
Feb 01, 2019;1320.30;1320.70;1315.40;1316.90;1316.90;878
Jan 31, 2019;1320.00;1325.40;1316.70;1319.70;1319.70;1970
Jan 30, 2019;1310.40;1323.40;1308.10;1309.90;1309.90;54,958
Jan 29, 2019;1308.20;1308.20;1308.20;1308.20;1308.20;213,607
Jan 28, 2019;1300.80;1307.10;1298.40;1302.40;1302.40;54
Jan 25, 2019;1297.40;1297.40;1297.40;1297.40;1297.40;
Jan 24, 2019;1279.10;1279.10;1278.50;1279.10;1279.10;1
Jan 23, 2019;1281.70;1283.90;1278.70;1283.10;1283.10;14
Jan 22, 2019;1282.50;1283.30;1282.50;1282.50;1282.50;7
Jan 18, 2019;1281.30;1281.30;1281.30;1281.30;1281.30;3
Jan 17, 2019;1291.60;1292.70;1288.50;1291.00;1291.00;10
Jan 16, 2019;1291.60;1291.60;1291.60;1291.60;1291.60;2
Jan 15, 2019;1290.10;1292.70;1286.20;1286.20;1286.20;3
Jan 14, 2019;1292.40;1293.90;1289.10;1289.10;1289.10;7
Jan 11, 2019;1291.20;1291.20;1286.30;1287.10;1287.10;11
Jan 10, 2019;1284.70;1284.70;1284.70;1284.70;1284.70;
Jan 09, 2019;1279.40;1289.30;1279.20;1289.30;1289.30;102
Jan 08, 2019;1280.50;1283.20;1278.20;1283.20;1283.20;54
Jan 07, 2019;1286.80;1286.80;1286.60;1286.80;1286.80;2
Jan 04, 2019;1294.20;1294.20;1275.30;1282.70;1282.70;34
Jan 03, 2019;1286.80;1292.00;1286.70;1291.80;1291.80;10
Jan 02, 2019;1286.00;1286.00;1277.60;1281.00;1281.00;149
Dec 31, 2018;1278.00;1281.30;1277.60;1278.30;1278.30;19
Dec 28, 2018;1273.50;1280.10;1273.50;1279.90;1279.90;805
Dec 27, 2018;1276.70;1277.30;1276.70;1277.30;1277.30;480
Dec 26, 2018;1269.30;1277.40;1269.20;1269.20;1269.20;63
Dec 24, 2018;;;;;;
Dec 21, 2018;1260.30;1261.30;1253.80;1253.80;1253.80;96
Dec 20, 2018;1243.20;1263.60;1243.20;1263.60;1263.60;49
Dec 19, 2018;1255.80;1255.80;1252.10;1252.10;1252.10;268
Dec 18, 2018;1248.20;1249.20;1245.60;1249.20;1249.20;31
Dec 17, 2018;1239.30;1247.40;1239.30;1247.40;1247.40;10
Dec 14, 2018;1241.70;1241.70;1234.10;1237.00;1237.00;33
Dec 13, 2018;1243.50;1243.50;1241.00;1242.70;1242.70;194
Dec 12, 2018;1245.30;1245.60;1244.10;1244.40;1244.40;84
Dec 11, 2018;1245.80;1248.70;1241.50;1241.90;1241.90;117
Dec 10, 2018;1249.60;1249.60;1241.70;1243.70;1243.70;131
Dec 07, 2018;1238.30;1249.80;1237.60;1246.80;1246.80;211
Dec 06, 2018;1237.50;1244.40;1234.80;1238.10;1238.10;434
Dec 04, 2018;1231.00;1241.40;1230.40;1241.10;1241.10;474
Dec 03, 2018;1222.50;1234.10;1221.30;1233.90;1233.90;751
Nov 30, 2018;1224.10;1225.00;1216.10;1220.20;1220.20;2060
Nov 29, 2018;1221.00;1228.70;1220.50;1224.10;1224.10;55,478
Nov 28, 2018;1211.50;1221.40;1211.50;1221.40;1221.40;247,168
Nov 27, 2018;1221.90;1222.00;1211.20;1211.20;1211.20;5
Nov 26, 2018;1220.20;1222.00;1220.20;1220.20;1220.20;2
Nov 23, 2018;;;;;;
Nov 21, 2018;1225.80;1225.80;1225.80;1225.80;1225.80;
Nov 20, 2018;1225.30;1228.80;1219.00;1219.00;1219.00;12
Nov 19, 2018;1223.10;1223.10;1223.10;1223.10;1223.10;
Nov 16, 2018;1216.70;1223.80;1216.70;1220.80;1220.80;5
Nov 15, 2018;1212.80;1212.80;1212.80;1212.80;1212.80;
Nov 14, 2018;1207.90;1207.90;1207.90;1207.90;1207.90;
Nov 13, 2018;1196.30;1201.30;1196.30;1199.20;1199.20;5
Nov 12, 2018;1201.60;1201.60;1201.30;1201.30;1201.30;1
Nov 09, 2018;1207.90;1207.90;1206.40;1206.40;1206.40;14
Nov 08, 2018;1222.90;1222.90;1222.90;1222.90;1222.90;2
Nov 07, 2018;1228.60;1228.60;1226.20;1226.20;1226.20;1
Nov 06, 2018;1230.70;1233.80;1223.80;1223.80;1223.80;4
Nov 05, 2018;1230.60;1231.50;1226.70;1229.80;1229.80;15
Nov 02, 2018;1233.30;1233.30;1230.90;1230.90;1230.90;18
Nov 01, 2018;1215.40;1236.00;1215.40;1236.00;1236.00;14
Oct 31, 2018;1216.00;1216.60;1212.00;1212.30;1212.30;121
Oct 30, 2018;1227.70;1227.70;1219.80;1222.60;1222.60;72
Oct 29, 2018;1224.50;1224.50;1224.50;1224.50;1224.50;214
Oct 26, 2018;1234.30;1234.80;1232.50;1232.50;1232.50;20
Oct 25, 2018;1238.60;1238.60;1229.10;1229.10;1229.10;7
Oct 24, 2018;1231.60;1231.60;1227.80;1227.80;1227.80;36
Oct 23, 2018;1224.80;1237.80;1224.80;1233.40;1233.40;33
Oct 22, 2018;1224.50;1224.50;1219.60;1221.20;1221.20;18
Oct 19, 2018;1225.30;1225.30;1225.30;1225.30;1225.30;55
Oct 18, 2018;1226.50;1226.50;1226.50;1226.50;1226.50;165
Oct 17, 2018;1225.90;1225.90;1223.70;1223.70;1223.70;1
Oct 16, 2018;1227.10;1230.50;1227.10;1227.30;1227.30;426
Oct 15, 2018;1222.40;1232.30;1222.40;1226.40;1226.40;136
Oct 12, 2018;1221.60;1221.60;1216.00;1218.10;1218.10;122
Oct 11, 2018;1198.10;1224.60;1196.30;1223.50;1223.50;126
Oct 10, 2018;1189.30;1192.00;1189.30;1189.30;1189.30;1078
Oct 09, 2018;1185.60;1189.10;1185.60;1187.20;1187.20;9
Oct 08, 2018;1201.00;1201.00;1183.70;1184.40;1184.40;250
Oct 05, 2018;1197.10;1205.30;1196.90;1201.20;1201.20;34
Oct 04, 2018;1199.30;1204.60;1197.20;1197.20;1197.20;496
Oct 03, 2018;1202.60;1202.60;1196.60;1198.30;1198.30;76
Oct 02, 2018;1193.00;1206.00;1190.30;1202.40;1202.40;451
Oct 01, 2018;1191.60;1191.60;1185.80;1187.10;1187.10;180
Sep 28, 2018;1181.70;1191.90;1180.00;1191.50;1191.50;404
Sep 27, 2018;1194.60;1197.30;1180.50;1182.30;1182.30;4,947
Sep 26, 2018;1194.00;1194.00;1194.00;1194.00;1194.00;17,857
Sep 25, 2018;1202.10;1202.80;1200.00;1200.00;1200.00;21
Sep 24, 2018;1199.30;1199.30;1199.30;1199.30;1199.30;
Sep 21, 2018;1196.20;1196.20;1196.20;1196.20;1196.20;
