,varP0,varP1,varP2,varP3,varP4,varP5,varP6,varP7,varP8,varP9,varP10,varP11,varP12,varP13,varP14,varP15,varP16,varP17,varP18,varP19,varPs20,varPs25,varPs30,varPs35,varPs40,varPs45,varPs50,varPs55,varPs60,varPm65,varPm85,varPm105,varPm125,varPm145,varPm165,varPm185,varPm205,varPm225
2015-12-29,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,-0.007468879668049655,0.02147499293585753,0.007114399544678518,-0.009024252679074918,-0.001876524676299507,-0.00984764028242302,-0.004071058475203393,-0.006252298639205511,-0.04721857205431457,-0.018739791971116637,-0.017151064548834083,0.02360978984692541,0.016885058482103643,-0.0077661431064572906,0.021026372059871568,0.03123851525174559,-0.06894781864841737,-0.01325230016037815,-0.007123700972175628,-0.01437303816289437,0.03789437585733868,-0.054704595185995575,0.021102284011916606
2015-12-30,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,-0.007468879668049655,0.02147499293585753,0.007114399544678518,-0.009024252679074918,-0.0028121484814398467,-0.015594721786472365,-0.00386064895670557,-0.04217291776721244,-0.026735218508997516,-0.005369470723600056,0.0072109193922222925,0.023548018627537193,0.00538869257950525,-0.0009707881034329846,0.03488903096173157,-0.0585554600171968,-0.010128521576304395,-0.012937914811391948,-0.010639182112875067,0.03706577019222479,-0.06503868471953578,0.020394736842105132
2015-12-31,0.00018866144703344467,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,-0.007468879668049655,0.02147499293585753,0.007114399544678518,-0.018709857581680978,0.005240011228595298,-0.017919500091894913,-0.023335128343205835,-0.045080562221460285,-0.009507640067911716,0.010464916795333679,0.016567840948726875,0.017478484606512357,-0.003976670201484622,0.038736919405176984,-0.07119106488191662,0.004367186162014258,-0.012347767253044761,-0.009383378016085686,0.03728165464499855,-0.06568691133484883,-0.0008923501257404043
2016-01-01,0.00018866144703344467,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,-0.007468879668049655,0.02147499293585753,0.007114399544678518,-0.018709857581680978,0.005240011228595298,-0.017919500091894913,-0.023335128343205835,-0.045080562221460285,-0.009507640067911716,0.010464916795333679,0.016567840948726875,0.017478484606512357,-0.003976670201484622,0.038736919405176984,-0.07119106488191662,0.004367186162014258,-0.012347767253044761,-0.009383378016085686,0.03728165464499855,-0.06568691133484883,-0.0008923501257404043
2016-01-02,0.00018866144703344467,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,-0.007468879668049655,0.02147499293585753,0.007114399544678518,-0.018709857581680978,0.005240011228595298,-0.017919500091894913,-0.023335128343205835,-0.045080562221460285,-0.009507640067911716,0.010464916795333679,0.016567840948726875,0.017478484606512357,-0.003976670201484622,0.038736919405176984,-0.07119106488191662,0.004367186162014258,-0.012347767253044761,-0.009383378016085686,0.03728165464499855,-0.06568691133484883,-0.0008923501257404043
2016-01-03,0.00018866144703344467,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,-0.007468879668049655,0.02147499293585753,0.007114399544678518,-0.018709857581680978,0.005240011228595298,-0.017919500091894913,-0.023335128343205835,-0.045080562221460285,-0.009507640067911716,0.010464916795333679,0.016567840948726875,0.017478484606512357,-0.003976670201484622,0.038736919405176984,-0.07119106488191662,0.004367186162014258,-0.012347767253044761,-0.009383378016085686,0.03728165464499855,-0.06568691133484883,-0.0008923501257404043
2016-01-04,0.013958313684806045,0.00018866144703344467,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,-0.007468879668049655,0.02147499293585753,-0.00822045773003266,0.0015905688622754877,-0.01465843090255381,-0.019701762313601434,-0.05997791181717771,0.008136348064405663,-0.010592322684518263,0.027067014795474353,0.03003137606454498,-0.020374110828137337,0.04400843495003204,-0.053540437348143066,-0.017729287419024797,-0.013371457404759757,-0.012867341856217851,0.04556896102768859,-0.05488105004101729,-0.012395689864700632
2016-01-05,0.0030694819086598546,0.013958313684806045,0.00018866144703344467,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,-0.007468879668049655,0.026794167771255317,-0.020222634508348714,-0.002590673575129543,-0.02136906917783421,-0.037308228730822846,-0.01662952168695342,-0.017930802256082345,0.03773914562767544,0.027373900556453057,-0.016158940397350996,0.04310583033987281,-0.06670678242929584,-0.011891616410430683,-0.004986477349560592,-0.013424497623613751,0.04051709179246932,-0.05532333415293833,-0.011584575502268435
2016-01-06,0.012518545994065322,0.0030694819086598546,0.013958313684806045,0.00018866144703344467,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,-9.290226681546443e-05,0.009945580784387342,-0.00984764028242302,-0.004071058475203393,-0.006252298639205511,-0.04721857205431457,-0.018739791971116637,-0.017151064548834083,0.02360978984692541,0.016885058482103643,0.011924890985138159,0.030728306732709543,-0.05936151855047456,-0.022847989208329755,-0.005450276706355894,-0.00016767270288398084,0.03424954478453124,-0.059682022013860636,-0.03020479165019374
2016-01-07,0.014470189577800108,0.012518545994065322,0.0030694819086598546,0.013958313684806045,0.00018866144703344467,-0.016148491879350413,0.006539000467071565,-0.0062198291867805455,0.007293809612866964,-0.0050241905470783665,-0.006562528884370256,0.014725192271618948,0.01465550057099363,-0.0252319109461967,0.014206416407940514,-0.0016906170752324368,-0.011328814188875547,0.003541142484391191,-0.004175946547884224,0.0012078416798289027,0.011750329009212246,-0.0028121484814398467,-0.015594721786472365,-0.00386064895670557,-0.04217291776721244,-0.026735218508997516,-0.005369470723600056,0.0072109193922222925,0.023548018627537193,0.015616633946100356,0.024220820765926243,-0.054936512049753916,-0.018815153826595488,-0.03159881812212739,0.014065751144402894,0.04632935643995473,-0.04949921364125487,-0.053880491816117315
