,varP0,varP1,varP2,varP3,varP4,varP5,varP6,varP7,varP8,varP9,varP10,varP11,varP12,varP13,varP14,varP15,varP16,varP17,varP18,varP19,varP20,varP21,varP22,varP23,varP24,varP25,varP26,varP27,varP28,varP29,varPs30,varPs37,varPs44,varPs51,varPs58,varPs65,varPs72,varPs79,varPs86,varPm93,varPm123,varPm153,varPm183,varPm213,varPm243,varPm273,varPm303,varPm333,varV0,varV1,varV2,varV3,varV4,varV5,varV6,varV7,varV8,varV9,varV10,varV11,varV12,varV13,varV14,varV15,varV16,varV17,varV18,varV19,varV20,varV21,varV22,varV23,varV24,varV25,varV26,varV27,varV28,varV29,dia,outlier,subida,varPSig
2016-01-01,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,-0.004990825479963101,0.00481274814589594,0.05063249980543483,0.017369641094637345,-0.00042682973311636285,0.07094492310149714,0.005918980016922593,0.005175515644758377,0.09439504020758394,-0.01908007434866643,0.07556151993216376,-0.2441399638200702,0.351078968209795,0.14401066416284092,0.05668106589320221,0.03712409493698621,0.029267966019384417,0.026097984838474142,-0.1830427115686546,0.10253633224903691,0.13112761914928361,-0.06055553748528841,-0.054906786163050336,-0.06873142864926729,0.1463424075768709,-0.1524572788280385,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,-0.426523254125732,0.5729238392149671,-0.0891076938593478,-0.18397417761888846,0.17319582029564495,0.8522807615672883,-0.2944065747936011,-0.06361831962408027,Friday,False,False,-0.0020629906225513306
2016-01-02,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,-0.004990825479963101,0.00481274814589594,0.05063249980543483,0.017369641094637345,-0.00042682973311636285,0.07094492310149714,0.005918980016922593,0.023709610407889548,0.08135853262668569,-0.035495932941495334,-0.12476121769401927,0.2309951743928027,0.14536005936143837,0.07747327169584439,0.04959062149369964,0.020016944209690468,0.04132891718580112,-0.19281779848326985,0.10251394693883786,0.13486283035692392,-0.054991723322265984,-0.057860363555098604,-0.08140040940044568,0.21520848920198854,-0.13977176336265884,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,-0.426523254125732,0.5729238392149671,-0.0891076938593478,-0.18397417761888846,0.17319582029564495,0.8522807615672883,-0.2944065747936011,Saturday,False,False,-0.007906556635270956
2016-01-03,-0.007906556635270956,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,-0.004990825479963101,0.00481274814589594,0.05063249980543483,0.017369641094637345,-0.00042682973311636285,0.07094492310149714,0.014358712427228415,0.11185567652034023,-0.04374419349997705,-0.10072104547568272,0.1416245716678548,0.18632823848208857,0.05183956503838316,0.07763665954716692,0.027973859439485604,0.034930488410841676,-0.18470130836304144,0.07796894080772887,0.16298737622841575,-0.049961659064956976,-0.0939262417647484,-0.044459031162286444,0.20220140622607663,-0.1734991371623511,0.3168862928038383,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,-0.426523254125732,0.5729238392149671,-0.0891076938593478,-0.18397417761888846,0.17319582029564495,0.8522807615672883,Sunday,False,True,0.007162647235249731
2016-01-04,0.007162647235249731,-0.007906556635270956,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,-0.004990825479963101,0.00481274814589594,0.05063249980543483,0.017369641094637345,-0.00042682973311636285,0.08833147800253016,0.09315232395518058,-0.017960036443439797,-0.13862479932603344,0.23018408565141124,0.11543238840371206,0.04069604045802322,0.10491923209881326,0.026016831165196264,0.05082685346538618,-0.20347590490497347,0.04893106726631835,0.20876008586294104,-0.021019932118441997,-0.10062939582250108,-0.07517884555729482,0.27244126819705206,-0.24137197518723608,-0.029174593402600757,0.3168862928038383,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,-0.426523254125732,0.5729238392149671,-0.0891076938593478,-0.18397417761888846,0.17319582029564495,Monday,False,False,-0.0026114880987264666
2016-01-05,-0.0026114880987264666,0.007162647235249731,-0.007906556635270956,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,-0.004990825479963101,0.00481274814589594,0.05063249980543483,0.017369641094637345,0.04710279109649829,0.14407644580311318,0.013649251340675406,-0.14249219116953205,0.1473031487473535,0.14717642424645705,0.08422540476478657,0.0590690217477956,0.036896821900996635,0.03456825010085618,-0.1829985136084733,0.0477715869894495,0.19240842049107032,-0.0493608037617872,-0.06258785622132479,-0.07717769994710921,0.23434981775845665,-0.24485877932725875,-0.10278474433110263,-0.029174593402600757,0.3168862928038383,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,-0.426523254125732,0.5729238392149671,-0.0891076938593478,-0.18397417761888846,Tuesday,False,False,-0.006609362115668649
2016-01-06,-0.006609362115668649,-0.0026114880987264666,0.007162647235249731,-0.007906556635270956,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,-0.004990825479963101,0.00481274814589594,0.05063249980543483,0.048274536334199425,0.16801020808213707,-0.02329552091129372,-0.13019085363872185,0.05279228953252013,0.26599723165778766,0.08299128445929971,0.07390306501990596,0.020488150501294378,0.02282368263191925,-0.1563589227590062,0.046467579566023653,0.19439074924812894,-0.08604015122310038,-0.004730171110387982,-0.15394998314871522,0.27157809541503664,-0.1962068021987261,-0.013906832046253759,-0.10278474433110263,-0.029174593402600757,0.3168862928038383,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,-0.426523254125732,0.5729238392149671,-0.0891076938593478,Wednesday,False,True,0.06744967375829591
2016-01-07,0.06744967375829591,-0.006609362115668649,-0.0026114880987264666,0.007162647235249731,-0.007906556635270956,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,-0.004990825479963101,0.00481274814589594,0.14641858482231096,0.1326122442590203,-0.04490681501143223,-0.005121462862843318,-0.16508474685171415,0.37315683499305985,0.09027205897085389,0.07997746493062285,0.01400044681239443,0.02594649809784033,-0.14215711243240525,0.0324980588659185,0.18511178380676352,-0.0551746788879276,-0.007567401130341267,-0.1648067361939013,0.30592808838475904,-0.2306960872529713,1.5721436439744436,-0.013906832046253759,-0.10278474433110263,-0.029174593402600757,0.3168862928038383,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,-0.426523254125732,0.5729238392149671,Thursday,False,False,-0.010518532900320121
2016-01-08,-0.010518532900320121,0.06744967375829591,-0.006609362115668649,-0.0026114880987264666,0.007162647235249731,-0.007906556635270956,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,-0.004990825479963101,0.16252251348108304,0.09439504020758394,-0.01908007434866643,0.07556151993216376,-0.2441399638200702,0.351078968209795,0.14401066416284092,0.05668106589320221,0.03712409493698621,0.013016606419925969,-0.08103544588896028,-0.030572555944098245,0.17542171203552615,-0.04680893883358561,0.01789284155953652,-0.20347930321297603,0.34650400551313454,-0.19900577515705387,-0.3491141154516446,1.5721436439744436,-0.013906832046253759,-0.10278474433110263,-0.029174593402600757,0.3168862928038383,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,-0.426523254125732,Friday,False,False,-0.012397720503111276
2016-01-09,-0.012397720503111276,-0.010518532900320121,0.06744967375829591,-0.006609362115668649,-0.0026114880987264666,0.007162647235249731,-0.007906556635270956,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.08775168816954215,0.15076476545273354,0.023709610407889548,0.08135853262668569,-0.035495932941495334,-0.12476121769401927,0.2309951743928027,0.14536005936143837,0.07747327169584439,0.04959062149369964,-0.005348754455922089,-0.08101618116541065,-0.06953815512275496,0.2451498427507468,-0.055149987711535675,0.023698818663982157,-0.1963690019993749,0.33895258487000546,-0.1724798551158646,-0.4336497464600916,-0.3491141154516446,1.5721436439744436,-0.013906832046253759,-0.10278474433110263,-0.029174593402600757,0.3168862928038383,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,1.1278546344476004,Saturday,False,True,0.000848962618862581
2016-01-10,0.000848962618862581,-0.012397720503111276,-0.010518532900320121,0.06744967375829591,-0.006609362115668649,-0.0026114880987264666,0.007162647235249731,-0.007906556635270956,-0.0020629906225513306,0.00874899637567661,0.00925177217725115,-0.014695743183008148,0.02534819444676506,-0.0012866045663865178,0.013298243295477796,-0.08422862734706149,0.0014682462543245123,0.028444745765844104,0.013351772720572752,-0.004712341953864607,-0.00913965916685544,-0.04247471109372336,-0.002791115941583766,0.016527861353576423,0.002514679107621598,-0.0223222757784155,0.04759086740764795,0.02403892031170929,-0.0028552012411653394,-0.037485184803716876,0.24438085091721806,0.014358712427228415,0.11185567652034023,-0.04374419349997705,-0.10072104547568272,0.1416245716678548,0.18632823848208857,0.05183956503838316,0.07763665954716692,0.024197209634364114,-0.09945174084224384,-0.09772611424615307,0.2760496612955776,-0.04730995553933437,0.02099909804237088,-0.17237163412305534,0.3018090134070217,-0.1815224791080703,0.11518371646322567,-0.4336497464600916,-0.3491141154516446,1.5721436439744436,-0.013906832046253759,-0.10278474433110263,-0.029174593402600757,0.3168862928038383,-0.1704103487150933,-0.2112699634320797,-0.019040550742811857,-0.09122905623443456,0.0394430946884079,-0.073754646285211,-0.5386670798684641,1.9726320099287333,-0.31629785923733145,0.21194875470193852,-0.0723637107497187,-0.3451751794597444,0.02957583537330888,0.5745489396087504,-0.2047057377852245,0.25515023427208905,-0.5555250870821908,0.29863530205277344,-0.363037150564002,1.3704737096416753,-0.5828520334320939,0.18951002307470444,Sunday,False,True,0.0009754928177718725
